19:33:41.516 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:57.409 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.409 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.409 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.410 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.410 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.410 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.410 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.415 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchSet with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@32177fa5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1e0a864d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@a96d56c (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@178f268a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.415 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.415 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.419 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.419 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.419 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.419 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.425 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.426 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchMonitored with arguments: [[]].
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.426 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.426 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.426 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.426 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.426 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.428 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.428 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.428 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.428 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.428 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.522 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.522 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.522 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:57.522 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.522 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.523 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.523 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.523 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.523 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.524 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.524 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.524 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.524 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.524 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.533 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.533 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.533 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 42 matches.
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@46c269e0 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6d1dcdff (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7aac8884 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2f5ac102 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3e33d73e (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@68a4dcc6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.533 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@646c0a67 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1f53481b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6cd64ee8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5679e96b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2e869098 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@79b84841 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@65e21ce3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@33063f5b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1cd3b138 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@40e37b06 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@599e4d41 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@10f7c76 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@42b84286 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3722c145 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@36480b2d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@252a8aae (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@437486cd (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1457fde (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4228bf58 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2f84acf7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.534 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4c2af006 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4dba773d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@32130e61 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4364712f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@12eedfee (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@f88bfbe (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@31c628e7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@74e6094b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5cf3157b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5a08efdc (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@26bbe604 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fe34b86 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@ae202c6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@26d41711 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@71e4b308 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@14a049f9 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.535 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.535 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.535 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.536 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.536 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.536 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.536 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.538 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.538 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.538 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.538 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.538 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.541 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.541 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.541 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 2 matches.
19:33:57.541 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1e0a864d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy RouteSensor
19:33:57.541 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.541 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy RouteSensor
19:33:57.541 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.541 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.542 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.542 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.542 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.543 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.543 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.545 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.545 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.545 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.545 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.545 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.608 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.608 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.608 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 1 matches.
19:33:57.608 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SemaphoreNeighbor
19:33:57.608 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.608 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.608 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.609 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.609 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.609 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
